-1.0,-0.8400397064536025
-0.9,-0.7813954865791812
-0.8,-0.7147564774401212
-0.7000000000000001,-0.6407275931906417
-0.6000000000000001,-0.5599685572063868
-0.5000000000000001,-0.4731816069987173
-0.40000000000000013,-0.38109713529039746
-0.30000000000000016,-0.284456959791362
-0.20000000000000015,-0.2003722725233471
-0.10000000000000014,-0.10212400497184823
-1.3877787807814457E-16,0.0
0.09999999999999987,0.0
0.19999999999999987,0.19866666666666655
0.2999999999999999,0.2954999999999999
0.3999999999999999,0.38933333333333325
0.4999999999999999,0.4791666666666666
0.5999999999999999,0.564
0.6999999999999998,0.6428333333333333
0.7999999999999998,0.7146666666666666
0.8999999999999998,0.7834207499999999
0.9999999999999998,0.8416666666666666
